Date : 2024-11-03 21:59:27
Directory : c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app
Total : 301 files,  24100 codes, 2406 comments, 8983 blanks, all 35489 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| paypal                                                                                                                                                       |          4 |         26 |          0 |         10 |         36 |
| pipe                                                                                                                                                         |         10 |         91 |          1 |         35 |        127 |
| propiedades                                                                                                                                                  |          7 |        961 |        184 |        324 |      1,469 |
| proveedores                                                                                                                                                  |          8 |        802 |         49 |        304 |      1,155 |
| proveedores-usuarios                                                                                                                                         |          4 |        518 |         23 |        236 |        777 |
| prueba                                                                                                                                                       |          4 |         26 |          0 |         10 |         36 |
| recuperacion-contrasenia                                                                                                                                     |          8 |        607 |         36 |        144 |        787 |
| registros                                                                                                                                                    |          4 |        446 |         35 |        129 |        610 |
| side-nav                                                                                                                                                     |          4 |        122 |          6 |         37 |        165 |
| tesorero                                                                                                                                                     |          4 |        317 |        106 |        123 |        546 |
| usuarios                                                                                                                                                     |          4 |        468 |        191 |        197 |        856 |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                                     | language           | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\Proyecto-Web2.code-workspace                                              | JSON with Comments |         17 |          0 |          0 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.component.css                                 | CSS                |         63 |          0 |         13 |         76 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.component.html                                | HTML               |         14 |         16 |         11 |         41 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.component.spec.ts                             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.component.ts                                  | TypeScript         |        105 |          4 |         25 |        134 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.service.spec.ts                               | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.service.ts                                    | TypeScript         |         18 |          2 |         14 |         34 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos-usuarios\acuerdos-usuarios.component.css                         | CSS                |        199 |         90 |         86 |        375 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos-usuarios\acuerdos-usuarios.component.html                        | HTML               |         45 |         38 |         30 |        113 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos-usuarios\acuerdos-usuarios.component.spec.ts                     | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos-usuarios\acuerdos-usuarios.component.ts                          | TypeScript         |         32 |         15 |         14 |         61 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.component.css                                           | CSS                |         94 |          0 |         36 |        130 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.component.html                                          | HTML               |         18 |          0 |         16 |         34 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.component.spec.ts                                       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.component.ts                                            | TypeScript         |         87 |         12 |         28 |        127 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.model.ts                                                | TypeScript         |         20 |          0 |          3 |         23 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.service.spec.ts                                         | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.service.ts                                              | TypeScript         |         30 |          0 |         10 |         40 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\administracion\administracion.component.css                               | CSS                |         23 |          0 |          6 |         29 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\administracion\administracion.component.html                              | HTML               |         17 |          3 |          3 |         23 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\administracion\administracion.component.spec.ts                           | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\administracion\administracion.component.ts                                | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\agregar-usuario\agregar-usuario.component.css                             | CSS                |        542 |         29 |        225 |        796 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\agregar-usuario\agregar-usuario.component.html                            | HTML               |        165 |         37 |        148 |        350 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\agregar-usuario\agregar-usuario.component.spec.ts                         | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\agregar-usuario\agregar-usuario.component.ts                              | TypeScript         |        332 |         13 |        126 |        471 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\agregar-usuario\correo.service.ts                                         | TypeScript         |         17 |          1 |          3 |         21 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\agregar-usuario\invitacion.model.ts                                       | TypeScript         |         25 |          0 |          0 |         25 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\agregar-usuario\invitacion.service.ts                                     | TypeScript         |         18 |          1 |          8 |         27 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\app-routing.module.ts                                                     | TypeScript         |        144 |         30 |         22 |        196 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\app.component.css                                                         | CSS                |        258 |         11 |         55 |        324 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\app.component.html                                                        | HTML               |         25 |          0 |         14 |         39 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\app.component.spec.ts                                                     | TypeScript         |         26 |          0 |          6 |         32 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\app.component.ts                                                          | TypeScript         |        101 |         16 |         44 |        161 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\app.module.ts                                                             | TypeScript         |        168 |         11 |         10 |        189 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consulta.css                                                              | CSS                |        302 |         13 |        146 |        461 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-acuerdos\acuerdos.model.ts                                      | TypeScript         |         20 |          0 |          3 |         23 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-acuerdos\acuerdos.service.ts                                    | TypeScript         |         33 |          0 |         13 |         46 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-acuerdos\consultar-acuerdos.component.css                       | CSS                |        308 |          5 |        147 |        460 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-acuerdos\consultar-acuerdos.component.html                      | HTML               |         84 |          5 |         70 |        159 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-acuerdos\consultar-acuerdos.component.spec.ts                   | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-acuerdos\consultar-acuerdos.component.ts                        | TypeScript         |        127 |         24 |         62 |        213 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-deudas\consultar-deudas.component.css                           | CSS                |        200 |         41 |         82 |        323 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-deudas\consultar-deudas.component.html                          | HTML               |         98 |          0 |         12 |        110 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-deudas\consultar-deudas.component.spec.ts                       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-deudas\consultar-deudas.component.ts                            | TypeScript         |         73 |          2 |         19 |         94 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-notificaciones\consultar-notificaciones.component.css           | CSS                |        346 |         21 |        167 |        534 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-notificaciones\consultar-notificaciones.component.html          | HTML               |        112 |          4 |         72 |        188 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-notificaciones\consultar-notificaciones.component.spec.ts       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-notificaciones\consultar-notificaciones.component.ts            | TypeScript         |        124 |         25 |         62 |        211 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-notificaciones\notificaciones.model.ts                          | TypeScript         |         23 |          0 |          2 |         25 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-notificaciones\notificaciones.service.ts                        | TypeScript         |         28 |          1 |         13 |         42 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-notificaciones\personas.model.ts                                | TypeScript         |         38 |          0 |          2 |         40 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-propiedades\consultar-propiedades.component.css                 | CSS                |        220 |         10 |         74 |        304 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-propiedades\consultar-propiedades.component.html                | HTML               |        186 |         14 |         73 |        273 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-propiedades\consultar-propiedades.component.spec.ts             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-propiedades\consultar-propiedades.component.ts                  | TypeScript         |        210 |         18 |         63 |        291 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-usuarios-tesorero\consultar-usuarios-tesorero.component.css     | CSS                |         98 |         27 |         30 |        155 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-usuarios-tesorero\consultar-usuarios-tesorero.component.html    | HTML               |         49 |          2 |          3 |         54 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-usuarios-tesorero\consultar-usuarios-tesorero.component.spec.ts | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\consultar-usuarios-tesorero\consultar-usuarios-tesorero.component.ts      | TypeScript         |         71 |          0 |         15 |         86 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\cuenta.component.css                                               | CSS                |        118 |          1 |         49 |        168 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\cuenta.component.html                                              | HTML               |         36 |          2 |         28 |         66 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\cuenta.component.scss                                              | SCSS               |        260 |         15 |        135 |        410 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\cuenta.component.spec.ts                                           | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\cuenta.component.ts                                                | TypeScript         |        329 |         20 |        126 |        475 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\image.service.spec.ts                                              | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\image.service.ts                                                   | TypeScript         |         21 |          4 |          7 |         32 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\personas.model.spec.ts                                             | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\personas.model.ts                                                  | TypeScript         |         44 |          0 |          3 |         47 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\cuenta\usuario.model.ts                                                   | TypeScript         |         32 |          0 |          3 |         35 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\data.service.ts                                                           | TypeScript         |        211 |         47 |         70 |        328 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas-extraordinarias\deudas-extraordinarias.component.css               | CSS                |         54 |          0 |         23 |         77 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas-extraordinarias\deudas-extraordinarias.component.html              | HTML               |         66 |          3 |         17 |         86 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas-extraordinarias\deudas-extraordinarias.component.spec.ts           | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas-extraordinarias\deudas-extraordinarias.component.ts                | TypeScript         |         97 |          1 |         37 |        135 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas-ordinarias\deudas-ordinarias.component.css                         | CSS                |         62 |          0 |         25 |         87 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas-ordinarias\deudas-ordinarias.component.html                        | HTML               |         91 |          2 |         29 |        122 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas-ordinarias\deudas-ordinarias.component.spec.ts                     | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas-ordinarias\deudas-ordinarias.component.ts                          | TypeScript         |        224 |          7 |         62 |        293 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas\deudas.component.css                                               | CSS                |        273 |         14 |        125 |        412 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas\deudas.component.html                                              | HTML               |        187 |          7 |         65 |        259 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas\deudas.component.spec.ts                                           | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudas\deudas.component.ts                                                | TypeScript         |        383 |         22 |        107 |        512 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudores\deudores.component.css                                           | CSS                |        383 |         28 |        181 |        592 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudores\deudores.component.html                                          | HTML               |         53 |         12 |         20 |         85 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudores\deudores.component.spec.ts                                       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\deudores\deudores.component.ts                                            | TypeScript         |        104 |         25 |         39 |        168 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\editar-cuenta\cuenta.component.scss                                       | SCSS               |        255 |         11 |        120 |        386 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\editar-cuenta\editar-cuenta.component.html                                | HTML               |         50 |          8 |         13 |         71 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\editar-cuenta\editar-cuenta.component.spec.ts                             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\editar-cuenta\editar-cuenta.component.ts                                  | TypeScript         |        318 |         18 |        111 |        447 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\editar-cuenta\image.service.ts                                            | TypeScript         |         21 |          4 |          7 |         32 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\editar-cuenta\usuario.model.ts                                            | TypeScript         |         32 |          0 |          3 |         35 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\egresos\egresos.component.css                                             | CSS                |        420 |         18 |        201 |        639 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\egresos\egresos.component.html                                            | HTML               |        104 |          1 |         53 |        158 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\egresos\egresos.component.spec.ts                                         | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\egresos\egresos.component.ts                                              | TypeScript         |        213 |          5 |         27 |        245 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\egresos\egresos.model.spec.ts                                             | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\egresos\egresos.model.ts                                                  | TypeScript         |         23 |          0 |          2 |         25 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\egresos\egresos.service.spec.ts                                           | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\egresos\egresos.service.ts                                                | TypeScript         |         27 |          0 |         12 |         39 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\email\email.component.css                                                 | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\email\email.component.html                                                | HTML               |          1 |          0 |          1 |          2 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\email\email.component.spec.ts                                             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\email\email.component.ts                                                  | TypeScript         |         24 |          0 |          8 |         32 |
| c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\footer\footer.css                                                         | CSS                |         86 |          3 |         18 |        107 |
