Date : 2024-01-05 22:14:14
Directory : c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master
Total : 216 files,  23513 codes, 989 comments, 2581 blanks, all 27083 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| src\app\deudas-ordinarias                                                                                                                     |          4 |        265 |          2 |         76 |        343 |
| src\app\deudores                                                                                                                              |          4 |        168 |          0 |         44 |        212 |
| src\app\egresos                                                                                                                               |          4 |        101 |         19 |         48 |        168 |
| src\app\email                                                                                                                                 |          4 |         42 |          0 |         15 |         57 |
| src\app\footer                                                                                                                                |          2 |        100 |          3 |         20 |        123 |
| src\app\fraccionamientos                                                                                                                      |          4 |        234 |        121 |         92 |        447 |
| src\app\home                                                                                                                                  |          4 |         30 |          0 |          8 |         38 |
| src\app\ingresos-extraordinarios                                                                                                              |          4 |        109 |         20 |         53 |        182 |
| src\app\ingresos-ordinarios                                                                                                                   |          4 |        134 |          3 |         34 |        171 |
| src\app\inicio-sesion                                                                                                                         |          4 |        541 |         32 |        108 |        681 |
| src\app\inquilinos                                                                                                                            |          1 |         39 |          2 |         16 |         57 |
| src\app\invitacion                                                                                                                            |         12 |        483 |          9 |        126 |        618 |
| src\app\mis-deudas                                                                                                                            |          4 |         99 |          4 |         20 |        123 |
| src\app\modelos                                                                                                                               |          5 |        159 |          2 |         29 |        190 |
| src\app\not-found                                                                                                                             |          4 |         26 |          0 |         10 |         36 |
| src\app\notificaciones                                                                                                                        |         11 |        377 |        136 |        102 |        615 |
| src\app\notificaciones-usuarios                                                                                                               |          4 |        123 |          4 |         25 |        152 |
| src\app\panel-principal-admin                                                                                                                 |          6 |        293 |         23 |        109 |        425 |
| src\app\panel-principal-tesorero                                                                                                              |          4 |        184 |         25 |         40 |        249 |
| src\app\panel-principal-user                                                                                                                  |          4 |        176 |         10 |         41 |        227 |
| src\app\pipe                                                                                                                                  |         10 |         91 |          1 |         34 |        126 |
| src\app\propiedades                                                                                                                           |          8 |        722 |        197 |        249 |      1,168 |
| src\app\proveedores                                                                                                                           |          8 |        345 |         33 |         84 |        462 |
| src\app\proveedores-usuarios                                                                                                                  |          4 |        105 |          4 |         20 |        129 |
| src\app\prueba                                                                                                                                |          4 |         26 |          0 |         10 |         36 |
| src\app\recuperacion-contrasenia                                                                                                              |          8 |        562 |         36 |        123 |        721 |
| src\app\registros                                                                                                                             |          4 |        447 |         34 |        129 |        610 |
| src\app\side-nav                                                                                                                              |          4 |        122 |          6 |         37 |        165 |
| src\app\usuarios                                                                                                                              |          4 |        362 |         46 |        104 |        512 |
+-----------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-----------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                      | language           | code       | comment    | blank      | total      |
+-----------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\README.md                                                                   | Markdown           |         14 |          0 |         14 |         28 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\angular.json                                                                | JSON               |        103 |          0 |          1 |        104 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\package-lock.json                                                           | JSON               |     13,981 |          0 |          1 |     13,982 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\package.json                                                                | JSON               |         49 |          0 |          1 |         50 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\Proyecto-Web2.code-workspace                                        | JSON with Comments |         17 |          0 |          0 |         17 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.component.css                           | CSS                |         48 |          0 |         11 |         59 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.component.html                          | HTML               |         11 |          0 |          6 |         17 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.component.spec.ts                       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.component.ts                            | TypeScript         |         51 |          4 |         15 |         70 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.service.spec.ts                         | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acceso-puerta\acceso-puerta.service.ts                              | TypeScript         |         13 |          3 |          6 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos-usuarios\acuerdos-usuarios.component.css                   | CSS                |         40 |          0 |          8 |         48 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos-usuarios\acuerdos-usuarios.component.html                  | HTML               |         23 |          0 |          2 |         25 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos-usuarios\acuerdos-usuarios.component.spec.ts               | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos-usuarios\acuerdos-usuarios.component.ts                    | TypeScript         |         26 |          1 |          5 |         32 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.component.css                                     | CSS                |         89 |         44 |         32 |        165 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.component.html                                    | HTML               |         14 |          0 |          7 |         21 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.component.spec.ts                                 | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.component.ts                                      | TypeScript         |         86 |         12 |         28 |        126 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.model.ts                                          | TypeScript         |         20 |          0 |          3 |         23 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.service.spec.ts                                   | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\acuerdos\acuerdos.service.ts                                        | TypeScript         |         27 |          0 |          8 |         35 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\administracion\administracion.component.css                         | CSS                |         23 |          0 |          6 |         29 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\administracion\administracion.component.html                        | HTML               |         17 |          3 |          3 |         23 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\administracion\administracion.component.spec.ts                     | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\administracion\administracion.component.ts                          | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\agregar-usuario\agregar-usuario.component.css                       | CSS                |         95 |         27 |         28 |        150 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\agregar-usuario\agregar-usuario.component.html                      | HTML               |         32 |          0 |          3 |         35 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\agregar-usuario\agregar-usuario.component.spec.ts                   | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\agregar-usuario\agregar-usuario.component.ts                        | TypeScript         |         45 |          0 |         11 |         56 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\app-routing.module.ts                                               | TypeScript         |        102 |          4 |         13 |        119 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\app.component.css                                                   | CSS                |        257 |         11 |         45 |        313 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\app.component.html                                                  | HTML               |         27 |          0 |         10 |         37 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\app.component.spec.ts                                               | TypeScript         |         26 |          0 |          6 |         32 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\app.component.ts                                                    | TypeScript         |        101 |         16 |         44 |        161 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\app.module.ts                                                       | TypeScript         |        120 |          0 |         10 |        130 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-acuerdos\consultar-acuerdos.component.css                 | CSS                |         94 |         27 |         28 |        149 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-acuerdos\consultar-acuerdos.component.html                | HTML               |         33 |          0 |          3 |         36 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-acuerdos\consultar-acuerdos.component.spec.ts             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-acuerdos\consultar-acuerdos.component.ts                  | TypeScript         |         65 |         12 |         21 |         98 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-notificaciones\consultar-notificaciones.component.css     | CSS                |         94 |         27 |         28 |        149 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-notificaciones\consultar-notificaciones.component.html    | HTML               |         41 |          0 |          9 |         50 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-notificaciones\consultar-notificaciones.component.spec.ts | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-notificaciones\consultar-notificaciones.component.ts      | TypeScript         |         50 |          5 |         11 |         66 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-notificaciones\notificaciones.model.ts                    | TypeScript         |         23 |          0 |          2 |         25 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-notificaciones\notificaciones.service.ts                  | TypeScript         |         24 |          0 |         12 |         36 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-notificaciones\personas.model.ts                          | TypeScript         |         38 |          0 |          2 |         40 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-propiedades\consultar-propiedades.component.css           | CSS                |         66 |          0 |         26 |         92 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-propiedades\consultar-propiedades.component.html          | HTML               |         56 |          0 |          4 |         60 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-propiedades\consultar-propiedades.component.spec.ts       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\consultar-propiedades\consultar-propiedades.component.ts            | TypeScript         |         76 |          3 |         16 |         95 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\cuenta\cuenta.component.css                                         | CSS                |        118 |          1 |         49 |        168 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\cuenta\cuenta.component.html                                        | HTML               |         40 |          0 |          7 |         47 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\cuenta\cuenta.component.spec.ts                                     | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\cuenta\cuenta.component.ts                                          | TypeScript         |        132 |          7 |         39 |        178 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\cuenta\image.service.spec.ts                                        | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\cuenta\image.service.ts                                             | TypeScript         |         21 |          4 |          7 |         32 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\cuenta\usuario.model.ts                                             | TypeScript         |         32 |          0 |          3 |         35 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\data.service.ts                                                     | TypeScript         |         74 |          0 |         26 |        100 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudas-extraordinarias\deudas-extraordinarias.component.css         | CSS                |         54 |          0 |         23 |         77 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudas-extraordinarias\deudas-extraordinarias.component.html        | HTML               |         68 |          1 |         17 |         86 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudas-extraordinarias\deudas-extraordinarias.component.spec.ts     | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudas-extraordinarias\deudas-extraordinarias.component.ts          | TypeScript         |         97 |          1 |         37 |        135 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudas-ordinarias\deudas-ordinarias.component.css                   | CSS                |         54 |          0 |         23 |         77 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudas-ordinarias\deudas-ordinarias.component.html                  | HTML               |         86 |          1 |         15 |        102 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudas-ordinarias\deudas-ordinarias.component.spec.ts               | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudas-ordinarias\deudas-ordinarias.component.ts                    | TypeScript         |        108 |          1 |         33 |        142 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudores\deudores.component.css                                     | CSS                |         66 |          0 |         26 |         92 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudores\deudores.component.html                                    | HTML               |         50 |          0 |          2 |         52 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudores\deudores.component.spec.ts                                 | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\deudores\deudores.component.ts                                      | TypeScript         |         35 |          0 |         11 |         46 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\egresos\egresos.component.css                                       | CSS                |         50 |         18 |         23 |         91 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\egresos\egresos.component.html                                      | HTML               |         26 |          1 |         17 |         44 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\egresos\egresos.component.spec.ts                                   | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\egresos\egresos.component.ts                                        | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\email\email.component.css                                           | CSS                |          0 |          0 |          1 |          1 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\email\email.component.html                                          | HTML               |          1 |          0 |          1 |          2 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\email\email.component.spec.ts                                       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\email\email.component.ts                                            | TypeScript         |         24 |          0 |          8 |         32 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\footer\footer.css                                                   | CSS                |         86 |          3 |         18 |        107 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\footer\footer.html                                                  | HTML               |         14 |          0 |          2 |         16 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\fraccionamientos\fraccionamientos.component.css                     | CSS                |         78 |         23 |         27 |        128 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\fraccionamientos\fraccionamientos.component.html                    | HTML               |         48 |         36 |         24 |        108 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\fraccionamientos\fraccionamientos.component.spec.ts                 | TypeScript         |         17 |          0 |          7 |         24 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\fraccionamientos\fraccionamientos.component.ts                      | TypeScript         |         91 |         62 |         34 |        187 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\home\home.component.css                                             | CSS                |          4 |          0 |          0 |          4 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\home\home.component.html                                            | HTML               |          1 |          0 |          0 |          1 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\home\home.component.spec.ts                                         | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\home\home.component.ts                                              | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.css     | CSS                |         50 |         18 |         22 |         90 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.html    | HTML               |         34 |          2 |         23 |         59 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.spec.ts | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.ts      | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.css               | CSS                |         59 |          0 |         11 |         70 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.html              | HTML               |         50 |          3 |         15 |         68 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.spec.ts           | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.ts                | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.css                           | CSS                |        257 |         11 |         45 |        313 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.html                          | HTML               |        117 |          5 |         23 |        145 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.spec.ts                       | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.ts                            | TypeScript         |        150 |         16 |         35 |        201 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\inquilinos\inquilinos.component.ts                                  | TypeScript         |         39 |          2 |         16 |         57 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\correo.service.spec.ts                                   | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\correo.service.ts                                        | TypeScript         |         17 |          0 |          4 |         21 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.css                                 | CSS                |        192 |          5 |         64 |        261 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.html                                | HTML               |         66 |          2 |         12 |         80 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.spec.ts                             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.ts                                  | TypeScript         |         93 |          1 |         16 |        110 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\invitacion.model.spec.ts                                 | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\invitacion.model.ts                                      | TypeScript         |         13 |          0 |          1 |         14 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\invitacion.service.spec.ts                               | TypeScript         |         12 |          0 |          5 |         17 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\invitacion.service.ts                                    | TypeScript         |         17 |          1 |          9 |         27 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\usuario.model.spec.ts                                    | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\invitacion\usuario.model.ts                                         | TypeScript         |         32 |          0 |          1 |         33 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.css                                 | CSS                |         32 |          0 |          7 |         39 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.html                                | HTML               |         42 |          4 |          5 |         51 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.spec.ts                             | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.ts                                  | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\modelos\deudas.ts                                                   | TypeScript         |         38 |          0 |          7 |         45 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\modelos\fraccionamientos.ts                                         | TypeScript         |         34 |          0 |         10 |         44 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\modelos\inquilinos.ts                                               | TypeScript         |         20 |          0 |          1 |         21 |
| c:\Users\F13RR0\Desktop\ProyectoWEB-archivo\Proyecto-WEB-2-master\src\app\modelos\propiedades.ts                                              | TypeScript         |         20 |          0 |          1 |         21 |
